# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AL772161.1	ENSG00000201451	ENST00000364581	misc_RNA	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
AL772161.2	ENSG00000201843	ENST00000364973	misc_RNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL772161.3	ENSG00000230064	ENST00000439130	processed_pseudogene	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AL772363.1	ENSG00000203987	ENST00000371390		0	0	0	28	0	0	0	0	0	0	17	0	10	0	0	0	0	0	1
AL772363.1	ENSG00000203987	ENST00000587008		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AL807752.1	ENSG00000213590	ENST00000395082	processed_pseudogene	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
AL807752.2	ENSG00000229257	ENST00000435463		0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5
AL807752.3	ENSG00000231864	ENST00000456356		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AL807752.4	ENSG00000236394	ENST00000439076		0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
AL807752.5	ENSG00000260190	ENST00000569497		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AL807752.6	ENSG00000279073	ENST00000622933	nonsense_mediated_decay	0	0	0	12	1	0	0	0	2	0	7	0	1	0	0	0	0	0	1
AL807752.6	ENSG00000279073	ENST00000625047	nonsense_mediated_decay	0	0	0	12	1	0	0	0	2	0	7	0	1	0	0	0	0	0	1
AL807752.7	ENSG00000284341	ENST00000471521	nonsense_mediated_decay	0	0	0	14	0	0	0	0	0	0	10	0	1	0	0	0	0	0	3
AL929554.1	ENSG00000199411	ENST00000362541	snoRNA	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AL929554.2	ENSG00000261793	ENST00000568665	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
AL954642.1	ENSG00000237419	ENST00000428088		0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
ANAPC2	ENSG00000176248	ENST00000323927	protein_coding	0	2	0	16	0	0	0	0	1	0	10	0	0	0	0	0	0	2	5
ANAPC2	ENSG00000176248	ENST00000471131	retained_intron	0	0	0	12	0	0	0	0	4	0	2	0	3	0	0	0	0	0	3
ANAPC2	ENSG00000176248	ENST00000483432	processed_transcript	0	0	0	10	0	0	0	0	1	0	2	0	0	0	0	0	0	0	7
ANAPC2	ENSG00000176248	ENST00000485970	processed_transcript	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
ANAPC2	ENSG00000176248	ENST00000487917	retained_intron	0	0	0	6	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4
ANAPC2	ENSG00000176248	ENST00000493730	retained_intron	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
ANAPC2	ENSG00000176248	ENST00000495611	retained_intron	0	0	0	17	0	0	0	0	4	0	5	0	2	0	0	0	0	0	6
ANAPC2	ENSG00000176248	ENST00000618649	retained_intron	0	0	0	13	0	0	0	0	7	0	0	0	1	0	0	0	0	0	5
ARF4P1	ENSG00000271525	ENST00000605447	processed_pseudogene	0	0	0	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1
ARRDC1	ENSG00000197070	ENST00000371421	protein_coding	0	0	1	5	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0
ARRDC1	ENSG00000197070	ENST00000419386	protein_coding	0	0	0	6	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0
ARRDC1	ENSG00000197070	ENST00000431925	protein_coding	0	0	0	6	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0
ARRDC1	ENSG00000197070	ENST00000461627	nonsense_mediated_decay	0	0	0	7	1	0	0	0	1	0	4	0	1	0	0	0	0	0	0
ARRDC1	ENSG00000197070	ENST00000466367	processed_transcript	0	0	0	6	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0
ARRDC1	ENSG00000197070	ENST00000468983	processed_transcript	0	0	0	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4
ARRDC1	ENSG00000197070	ENST00000471125	processed_transcript	0	0	0	6	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0
ARRDC1	ENSG00000197070	ENST00000475658	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5
ARRDC1	ENSG00000197070	ENST00000483563	processed_transcript	0	0	0	6	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0
ARRDC1	ENSG00000197070	ENST00000491911	processed_transcript	0	0	0	6	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0
ARRDC1	ENSG00000197070	ENST00000495220	processed_transcript	0	0	0	6	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0
ARRDC1	ENSG00000197070	ENST00000497877	processed_transcript	0	0	0	6	0	0	0	0	1	0	3	0	0	0	0	0	0	0	2
ARRDC1-AS1	ENSG00000203993	ENST00000371417		0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ARRDC1-AS1	ENSG00000203993	ENST00000496793		0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ARRDC1-AS1	ENSG00000203993	ENST00000623970		0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ARRDC1-AS1	ENSG00000203993	ENST00000663398		0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASB6	ENSG00000148331	ENST00000277458	protein_coding	0	2	0	14	1	0	1	0	7	0	4	0	0	0	0	0	0	2	1
ASB6	ENSG00000148331	ENST00000277459	protein_coding	0	1	0	13	2	0	1	0	6	0	4	0	0	0	0	0	0	1	0
ASB6	ENSG00000148331	ENST00000450050	protein_coding	0	2	0	14	1	0	1	0	7	0	4	0	0	0	0	0	0	2	1
ASS1	ENSG00000130707	ENST00000352480	protein_coding	0	0	0	19	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
ASS1	ENSG00000130707	ENST00000372386	processed_transcript	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
ASS1	ENSG00000130707	ENST00000372393	protein_coding	0	0	0	19	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
ASS1	ENSG00000130707	ENST00000372394	protein_coding	0	0	0	19	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
ASS1	ENSG00000130707	ENST00000422569	protein_coding	0	0	0	12	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0
ASS1	ENSG00000130707	ENST00000443588	protein_coding	0	0	0	12	0	0	0	0	3	0	6	0	0	0	0	0	0	0	3
ASS1	ENSG00000130707	ENST00000467695	retained_intron	0	0	0	11	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0
ASS1	ENSG00000130707	ENST00000470849	retained_intron	0	0	0	8	0	0	0	0	1	0	5	0	0	0	0	0	0	0	2
ASS1	ENSG00000130707	ENST00000492400	processed_transcript	0	0	0	9	0	0	0	0	1	0	5	0	0	0	0	0	0	0	3
ASS1	ENSG00000130707	ENST00000493984	retained_intron	0	0	0	13	0	0	0	0	1	0	9	0	0	0	0	0	0	0	3
ATP6V1G1P3	ENSG00000224662	ENST00000442568	processed_pseudogene	0	0	0	9	0	0	0	0	6	0	0	0	2	0	0	0	0	0	1
BARHL1	ENSG00000125492	ENST00000263610	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
BARHL1	ENSG00000125492	ENST00000542090	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRD3	ENSG00000169925	ENST00000303407	protein_coding	0	1	0	23	0	0	0	0	1	0	21	0	0	0	0	0	0	1	1
BRD3	ENSG00000169925	ENST00000371834	protein_coding	0	1	0	22	0	0	0	0	2	0	19	0	0	0	0	0	0	1	1
BRD3	ENSG00000169925	ENST00000371842	protein_coding	0	1	0	7	0	1	1	0	4	0	0	0	0	0	0	0	0	0	2
BRD3	ENSG00000169925	ENST00000433041	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
BRD3	ENSG00000169925	ENST00000473349	processed_transcript	0	0	0	9	0	0	0	0	1	0	7	0	0	0	0	0	0	0	1
BRD3	ENSG00000169925	ENST00000494743	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
BRD3OS	ENSG00000235106	ENST00000432807	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
BRD3OS	ENSG00000235106	ENST00000550853	processed_transcript	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
BRD3OS	ENSG00000235106	ENST00000552018	processed_transcript	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
BRD3OS	ENSG00000235106	ENST00000599836	protein_coding	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
BRD3OS	ENSG00000235106	ENST00000603928	protein_coding	0	0	0	4	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1
BRD3OS	ENSG00000235106	ENST00000605164	processed_transcript	0	0	0	5	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1
BRD3OS	ENSG00000235106	ENST00000624381	processed_transcript	0	0	0	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
BX255925.1	ENSG00000260996	ENST00000566954		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
BX255925.2	ENSG00000270259	ENST00000605600	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BX255925.3	ENSG00000284976	ENST00000645271	protein_coding	0	0	1	7	0	0	0	0	1	0	0	1	0	0	0	0	0	0	6
BX255925.4	ENSG00000288234	ENST00000673408		0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
BX649601.1	ENSG00000273473	ENST00000608264		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BX649632.1	ENSG00000273249	ENST00000607930		0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
BX649632.1	ENSG00000273249	ENST00000610187		0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
C8G	ENSG00000176919	ENST00000371634	protein_coding	0	3	2	10	0	0	0	0	3	0	6	2	0	0	0	1	0	2	2
C8G	ENSG00000176919	ENST00000465773	retained_intron	0	0	0	15	0	0	0	0	3	0	0	0	1	0	0	0	0	0	11
C8G	ENSG00000176919	ENST00000484376	nonsense_mediated_decay	0	1	0	14	0	0	0	0	3	0	2	0	0	0	0	1	0	0	10
C8G	ENSG00000176919	ENST00000647910	processed_transcript	0	0	0	15	0	0	0	0	5	0	4	0	4	0	0	0	0	0	2
C8G	ENSG00000176919	ENST00000649480	nonsense_mediated_decay	0	1	0	15	1	0	0	0	3	0	6	0	4	0	0	1	0	0	2
C8G	ENSG00000176919	ENST00000649755	retained_intron	0	0	0	14	0	0	0	0	9	0	2	0	1	0	0	0	0	0	2
C9orf106	ENSG00000179082	ENST00000316786		0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
C9orf139	ENSG00000180539	ENST00000457302		0	0	0	7	0	0	0	0	2	0	0	0	1	0	0	0	0	0	4
C9orf139	ENSG00000180539	ENST00000623196		0	0	0	11	0	0	0	0	2	0	6	0	3	0	0	0	0	0	0
C9orf139	ENSG00000180539	ENST00000671989		0	0	0	11	0	0	0	0	2	0	1	0	1	0	0	0	0	0	7
C9orf139	ENSG00000180539	ENST00000672631		0	0	0	11	0	0	0	0	2	0	3	0	1	0	0	0	0	0	5
C9orf16	ENSG00000171159	ENST00000372994	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C9orf16	ENSG00000171159	ENST00000486420	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C9orf16	ENSG00000171159	ENST00000489240	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C9orf16	ENSG00000171159	ENST00000492588	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C9orf163	ENSG00000196366	ENST00000354376		0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C9orf163	ENSG00000196366	ENST00000624034		0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C9orf50	ENSG00000179058	ENST00000372478	protein_coding	0	0	1	7	0	0	0	0	3	0	3	1	0	0	0	0	0	0	1
C9orf50	ENSG00000179058	ENST00000619117	protein_coding	0	0	0	8	0	0	1	0	3	0	3	0	0	0	0	0	0	0	1
C9orf50	ENSG00000179058	ENST00000651030	retained_intron	0	0	0	8	0	0	0	0	3	0	2	0	2	0	0	0	0	0	1
C9orf62	ENSG00000178243	ENST00000623103		0	0	0	9	0	0	0	0	3	0	0	0	2	0	0	0	0	0	4
C9orf78	ENSG00000136819	ENST00000372447	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
C9orf78	ENSG00000136819	ENST00000461349	processed_transcript	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
C9orf78	ENSG00000136819	ENST00000461539	processed_transcript	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
C9orf78	ENSG00000136819	ENST00000461762	processed_transcript	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
C9orf78	ENSG00000136819	ENST00000480023	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C9orf78	ENSG00000136819	ENST00000492991	processed_transcript	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
C9orf78	ENSG00000136819	ENST00000495934	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CACFD1	ENSG00000160325	ENST00000291722	protein_coding	0	1	0	10	0	0	0	0	4	0	4	0	0	0	0	0	0	1	2
CACFD1	ENSG00000160325	ENST00000316948	protein_coding	0	1	0	10	0	0	0	0	4	0	4	0	0	0	0	0	0	1	2
CACFD1	ENSG00000160325	ENST00000444798	protein_coding	0	1	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	1	3
CACFD1	ENSG00000160325	ENST00000474734	processed_transcript	0	0	0	8	0	0	0	0	1	0	4	0	1	0	0	0	0	0	2
CACFD1	ENSG00000160325	ENST00000489519	processed_transcript	0	0	0	7	0	0	0	0	1	0	3	0	1	0	0	0	0	0	2
CACFD1	ENSG00000160325	ENST00000540581	protein_coding	0	1	0	10	0	0	0	0	4	0	4	0	0	0	0	0	0	1	2
CACFD1	ENSG00000160325	ENST00000542192	protein_coding	0	1	0	10	0	0	0	0	4	0	4	0	0	0	0	0	0	1	2
CACNA1B	ENSG00000148408	ENST00000277549	protein_coding	1	1	2	35	1	0	0	0	1	0	33	2	0	0	0	0	1	1	0
CACNA1B	ENSG00000148408	ENST00000277551	protein_coding	1	1	2	35	1	0	0	0	1	0	33	2	0	0	0	0	1	1	0
CACNA1B	ENSG00000148408	ENST00000371355	protein_coding	1	2	1	35	1	0	0	0	1	0	33	1	0	0	0	0	1	2	0
CACNA1B	ENSG00000148408	ENST00000371357	protein_coding	1	2	1	35	1	0	0	0	1	0	33	1	0	0	0	0	1	2	0
CACNA1B	ENSG00000148408	ENST00000371363	protein_coding	1	2	1	35	1	0	0	0	1	0	33	1	0	0	0	0	1	2	0
CACNA1B	ENSG00000148408	ENST00000371372	protein_coding	1	2	1	35	1	0	0	0	1	0	33	1	0	0	0	0	1	2	0
CAMSAP1	ENSG00000130559	ENST00000312405	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CAMSAP1	ENSG00000130559	ENST00000389532	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
CAMSAP1	ENSG00000130559	ENST00000409386	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
CAMSAP1	ENSG00000130559	ENST00000460094	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CAMSAP1	ENSG00000130559	ENST00000468150	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CAMSAP1	ENSG00000130559	ENST00000483991	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CARD9	ENSG00000187796	ENST00000371732	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CARD9	ENSG00000187796	ENST00000371734	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CARD9	ENSG00000187796	ENST00000460290	retained_intron	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CARD9	ENSG00000187796	ENST00000481053	retained_intron	0	0	0	6	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0
CARD9	ENSG00000187796	ENST00000485975	retained_intron	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CARD9	ENSG00000187796	ENST00000489932	nonsense_mediated_decay	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CCDC183	ENSG00000213213	ENST00000338005	protein_coding	0	0	2	10	0	0	1	0	0	0	6	2	0	0	0	0	0	0	3
CCDC183	ENSG00000213213	ENST00000371682	processed_transcript	0	0	0	12	0	0	0	0	3	0	4	0	2	0	0	0	0	0	3
CCDC183	ENSG00000213213	ENST00000430612	retained_intron	0	0	0	9	0	0	0	0	0	0	5	0	2	0	0	0	0	0	2
CCDC183	ENSG00000213213	ENST00000479371	nonsense_mediated_decay	0	0	0	15	2	0	1	0	0	0	6	0	3	0	0	0	0	0	3
CCDC183	ENSG00000213213	ENST00000481601	retained_intron	0	0	0	9	0	0	0	0	0	0	5	0	2	0	0	0	0	0	2
CCDC183	ENSG00000213213	ENST00000484858	processed_transcript	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5
CCDC183	ENSG00000213213	ENST00000496839	processed_transcript	0	0	0	7	0	0	0	0	0	0	3	0	2	0	0	0	0	0	2
CCDC183	ENSG00000213213	ENST00000609471	retained_intron	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
CCDC183-AS1	ENSG00000228544	ENST00000414656		0	0	0	9	0	0	0	0	2	0	4	0	1	0	0	0	0	0	2
CCDC187	ENSG00000260220	ENST00000638797	protein_coding	0	1	0	11	3	0	0	0	2	0	6	0	0	0	0	0	0	1	0
CDK9	ENSG00000136807	ENST00000373264	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CDK9	ENSG00000136807	ENST00000421939	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
CDK9	ENSG00000136807	ENST00000480353	processed_transcript	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
CDK9	ENSG00000136807	ENST00000491521	processed_transcript	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CDK9	ENSG00000136807	ENST00000498339	processed_transcript	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
CEL	ENSG00000170835	ENST00000372080	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CEL	ENSG00000170835	ENST00000673714	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CELP	ENSG00000170827	ENST00000411440	processed_transcript	0	0	0	13	0	0	0	0	1	0	0	0	8	0	0	0	0	0	4
CELP	ENSG00000170827	ENST00000421286	transcribed_unprocessed_pseudogene	0	0	0	13	0	0	0	0	1	0	0	0	8	0	0	0	0	0	4
CELP	ENSG00000170827	ENST00000624767	processed_transcript	0	0	0	12	0	0	0	0	8	0	0	0	3	0	0	0	0	0	1
CERCAM	ENSG00000167123	ENST00000372838	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
CERCAM	ENSG00000167123	ENST00000372842	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CERCAM	ENSG00000167123	ENST00000411852	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CERCAM	ENSG00000167123	ENST00000420034	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CERCAM	ENSG00000167123	ENST00000420512	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CERCAM	ENSG00000167123	ENST00000447915	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CERCAM	ENSG00000167123	ENST00000463535	retained_intron	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
CERCAM	ENSG00000167123	ENST00000472858	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CERCAM	ENSG00000167123	ENST00000483737	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CERCAM	ENSG00000167123	ENST00000483893	processed_transcript	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CERCAM	ENSG00000167123	ENST00000487001	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CERCAM	ENSG00000167123	ENST00000493788	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CERCAM	ENSG00000167123	ENST00000612334	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
CERCAM	ENSG00000167123	ENST00000613052	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CFAP157	ENSG00000160401	ENST00000373293	retained_intron	0	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
CFAP157	ENSG00000160401	ENST00000373295	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CFAP157	ENSG00000160401	ENST00000461104	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
CFAP157	ENSG00000160401	ENST00000464092	retained_intron	0	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
CFAP157	ENSG00000160401	ENST00000496009	retained_intron	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CFAP157	ENSG00000160401	ENST00000614677	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CFAP77	ENSG00000188523	ENST00000343036	protein_coding	0	1	0	33	0	0	0	0	0	0	33	0	0	0	0	0	0	1	0
CFAP77	ENSG00000188523	ENST00000393215	protein_coding	0	1	0	23	0	0	0	0	1	0	22	0	0	0	0	0	0	1	0
CFAP77	ENSG00000188523	ENST00000393216	protein_coding	0	1	0	33	0	0	0	0	0	0	33	0	0	0	0	0	0	1	0
CIZ1	ENSG00000148337	ENST00000277465	protein_coding	0	0	1	7	0	0	0	0	1	0	5	1	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000324544	protein_coding	0	0	0	7	0	0	0	0	3	0	3	0	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000357558	protein_coding	0	0	1	8	0	0	0	0	1	0	6	1	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000372938	protein_coding	0	0	1	8	0	0	0	0	1	0	6	1	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000372948	protein_coding	0	0	1	14	0	0	0	0	1	0	10	1	0	0	0	0	0	0	3
CIZ1	ENSG00000148337	ENST00000372954	protein_coding	0	0	1	8	0	0	0	0	1	0	6	1	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000393608	protein_coding	0	0	1	7	0	0	0	0	1	0	5	1	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000415526	protein_coding	0	0	1	7	0	0	0	0	1	0	5	1	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000420484	protein_coding	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
CIZ1	ENSG00000148337	ENST00000461765	processed_transcript	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000467178	processed_transcript	0	0	0	7	0	0	0	0	3	0	3	0	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000471773	processed_transcript	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000471839	protein_coding	0	0	1	5	0	0	0	0	1	0	1	1	0	0	0	0	0	0	3
CIZ1	ENSG00000148337	ENST00000474442	processed_transcript	0	0	0	6	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000475471	processed_transcript	0	0	0	5	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2
CIZ1	ENSG00000148337	ENST00000476239	processed_transcript	0	0	0	5	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000476541	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000476727	processed_transcript	0	0	0	9	0	0	0	0	1	0	7	0	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000485001	processed_transcript	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000485862	processed_transcript	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000488559	processed_transcript	0	0	0	6	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0
CIZ1	ENSG00000148337	ENST00000491487	processed_transcript	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000491954	processed_transcript	0	0	0	6	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000498156	processed_transcript	0	0	0	6	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000538431	protein_coding	0	0	1	8	0	0	0	0	1	0	6	1	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000629610	protein_coding	0	0	1	8	0	0	0	0	1	0	6	1	0	0	0	0	0	0	1
CIZ1	ENSG00000148337	ENST00000634501	processed_transcript	0	0	0	7	0	0	0	0	1	0	2	0	1	0	0	0	0	0	3
CIZ1	ENSG00000148337	ENST00000634901	protein_coding	0	0	1	14	0	0	0	0	1	0	10	1	0	0	0	0	0	0	3
CIZ1	ENSG00000148337	ENST00000651955	protein_coding	0	0	1	11	1	0	0	0	0	0	8	1	0	0	0	0	0	0	2
CLIC3	ENSG00000169583	ENST00000473911	processed_transcript	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3
